path,doc_code,revision,plan_kind,status,previous_status,top_dir,size_human,card_path
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0272.pdf,4521-PLN-DOT-75-63-0272,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,294 KB,.yeyo-memory/cards/42589f1bad2de27b.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0275.pdf,4521-PLN-DOT-75-63-0275,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,320 KB,.yeyo-memory/cards/cde6976cadc39aa9.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0276.pdf,4521-PLN-DOT-75-63-0276,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,294 KB,.yeyo-memory/cards/f1622c6270aa8ac3.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0277.pdf,4521-PLN-DOT-75-63-0277,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,320 KB,.yeyo-memory/cards/3c4034e0ebac318d.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0278.pdf,4521-PLN-DOT-75-63-0278,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,320 KB,.yeyo-memory/cards/5a82b1ccec3bcc1c.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0282.pdf,4521-PLN-DOT-75-63-0282,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,295 KB,.yeyo-memory/cards/b2d618c41e797ae2.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0283.pdf,4521-PLN-DOT-75-63-0283,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,295 KB,.yeyo-memory/cards/700075e22f225d7d.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0284.pdf,4521-PLN-DOT-75-63-0284,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,320 KB,.yeyo-memory/cards/cfa891b575297356.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0285.pdf,4521-PLN-DOT-75-63-0285,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,321 KB,.yeyo-memory/cards/c29d17861b84a656.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0286.pdf,4521-PLN-DOT-75-63-0286,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,319 KB,.yeyo-memory/cards/5a6bfc03c5ae8e48.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0287.pdf,4521-PLN-DOT-75-63-0287,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,312 KB,.yeyo-memory/cards/613de4f88c6a72fd.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0291.pdf,4521-PLN-DOT-75-63-0291,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,248 KB,.yeyo-memory/cards/9ddc0a91200d4f6e.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0292.pdf,4521-PLN-DOT-75-63-0292,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,246 KB,.yeyo-memory/cards/a77465a38a821970.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0295.pdf,4521-PLN-DOT-75-63-0295,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,323 KB,.yeyo-memory/cards/a424c1ace90f880e.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0297.pdf,4521-PLN-DOT-75-63-0297,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,294 KB,.yeyo-memory/cards/ed67dd995202aa9a.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0303.pdf,4521-PLN-DOT-75-63-0303,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,319 KB,.yeyo-memory/cards/9524f55705e963ae.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0306.pdf,4521-PLN-DOT-75-63-0306,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,263 KB,.yeyo-memory/cards/b8352c9d3126ac82.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0307.pdf,4521-PLN-DOT-75-63-0307,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,293 KB,.yeyo-memory/cards/341e65bd7e477f7d.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0309.pdf,4521-PLN-DOT-75-63-0309,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,293 KB,.yeyo-memory/cards/9ac9b34c52a1f573.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0311.pdf,4521-PLN-DOT-75-63-0311,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,293 KB,.yeyo-memory/cards/c461bfb6ad81af11.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0312.pdf,4521-PLN-DOT-75-63-0312,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,211 KB,.yeyo-memory/cards/da0a2e7e48c0085f.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0324.pdf,4521-PLN-DOT-75-63-0324,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,293 KB,.yeyo-memory/cards/258b3a4a450aea2f.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0330.pdf,4521-PLN-DOT-75-63-0330,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,245 KB,.yeyo-memory/cards/c1ff7123d73ba658.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0340.pdf,4521-PLN-DOT-75-63-0340,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,292 KB,.yeyo-memory/cards/3eacdaab18a8f8af.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0345.pdf,4521-PLN-DOT-75-63-0345,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,291 KB,.yeyo-memory/cards/676f45b4810c5288.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0347.pdf,4521-PLN-DOT-75-63-0347,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,292 KB,.yeyo-memory/cards/4d8aab971e3b90ea.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0348.pdf,4521-PLN-DOT-75-63-0348,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,269 KB,.yeyo-memory/cards/407dd2d810372ea7.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0349.pdf,4521-PLN-DOT-75-63-0349,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,259 KB,.yeyo-memory/cards/d9b2c8ae6e92bc2f.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0350.pdf,4521-PLN-DOT-75-63-0350,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,201 KB,.yeyo-memory/cards/c27f621256d4aecb.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0351.pdf,4521-PLN-DOT-75-63-0351,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,200 KB,.yeyo-memory/cards/c1714c0d9e152a07.json
Documentacion con sello PE 08/Paquete de construccion SMWP/Tuberia/PLN/Soportes para tuberías MS/4521-PLN-DOT-75-63-0352.pdf,4521-PLN-DOT-75-63-0352,,Soporte de tuberia HTF,tagged_plan,tagged_plan,Documentacion con sello PE 08,251 KB,.yeyo-memory/cards/caf0482a14fdf992.json
12 As Built TES 6/03_C&S/01_DRA/Structural Steel/4521-PLN-DOT-75-63-0924_R01.pdf,4521-PLN-DOT-75-63-,,Soporte de tuberia MS,ok,ok,12 As Built TES 6,59 KB,.yeyo-memory/cards/c986dabccf7726e3.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0200.pdf,4521-PLN-DOT-75-63-0200,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,198 KB,.yeyo-memory/cards/919cf98b4a135456.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0249.pdf,4521-PLN-DOT-75-63-0249,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,238 KB,.yeyo-memory/cards/a0c1801a1a19303c.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0250.pdf,4521-PLN-DOT-75-63-0250,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,238 KB,.yeyo-memory/cards/54389da9c47187ac.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0259.pdf,4521-PLN-DOT-75-63-0259,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,258 KB,.yeyo-memory/cards/40a8d0acf033c718.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0265.pdf,4521-PLN-DOT-75-63-0265,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,233 KB,.yeyo-memory/cards/7138823bce0a65be.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0266.pdf,4521-PLN-DOT-75-63-0266,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,267 KB,.yeyo-memory/cards/302f95187ebb968b.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0267.pdf,4521-PLN-DOT-75-63-0267,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,302 KB,.yeyo-memory/cards/3f306ee95a71564b.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0268.pdf,4521-PLN-DOT-75-63-0268,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,308 KB,.yeyo-memory/cards/35a800f29f9936c2.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0270.pdf,4521-PLN-DOT-75-63-0270,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,259 KB,.yeyo-memory/cards/836100200d17223e.json
Documentacion con sello PE 08/Apoyos/HTF Típico soporta dwgs/4521-PLN-DOT-75-63-0271.pdf,4521-PLN-DOT-75-63-0271,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,204 KB,.yeyo-memory/cards/1dccafd05cdfa50b.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0317.pdf,4521-PLN-DOT-75-63-0317,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,292 KB,.yeyo-memory/cards/b2e0d406be411bc9.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0318.pdf,4521-PLN-DOT-75-63-0318,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,296 KB,.yeyo-memory/cards/e3b7da65b60a0676.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0319.pdf,4521-PLN-DOT-75-63-0319,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,292 KB,.yeyo-memory/cards/e3674be10289aa9a.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0320.pdf,4521-PLN-DOT-75-63-0320,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,310 KB,.yeyo-memory/cards/4a7525b55de79c92.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0321.pdf,4521-PLN-DOT-75-63-0321,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,294 KB,.yeyo-memory/cards/c5afa696fd42d675.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0322.pdf,4521-PLN-DOT-75-63-0322,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,255 KB,.yeyo-memory/cards/e042f869f20d59ab.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0323.pdf,4521-PLN-DOT-75-63-0323,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,255 KB,.yeyo-memory/cards/04e2f8e13151c3eb.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0325.pdf,4521-PLN-DOT-75-63-0325,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,291 KB,.yeyo-memory/cards/802dd0af5d93e7a6.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0326.pdf,4521-PLN-DOT-75-63-0326,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,241 KB,.yeyo-memory/cards/c0531ec7082b62ab.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0327.pdf,4521-PLN-DOT-75-63-0327,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,254 KB,.yeyo-memory/cards/b3b578118a37c1ca.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0328.pdf,4521-PLN-DOT-75-63-0328,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,254 KB,.yeyo-memory/cards/b250c0d9b24060f1.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/4521-PLN-DOT-75-63-0329.pdf,4521-PLN-DOT-75-63-0329,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,254 KB,.yeyo-memory/cards/6eef92d3e12f7cb3.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0273.pdf,4521-PLN-DOT-75-63-0273,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,268 KB,.yeyo-memory/cards/486b19b85810aacd.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0274.pdf,4521-PLN-DOT-75-63-0274,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,274 KB,.yeyo-memory/cards/bf4498beca01f33a.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0279.pdf,4521-PLN-DOT-75-63-0279,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,252 KB,.yeyo-memory/cards/edeba1053fa3d62e.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0280.pdf,4521-PLN-DOT-75-63-0280,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,251 KB,.yeyo-memory/cards/e7cc662ec9b2c46f.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0281.pdf,4521-PLN-DOT-75-63-0281,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,250 KB,.yeyo-memory/cards/e6af5ad47368585b.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0288.pdf,4521-PLN-DOT-75-63-0288,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/ea8bb6f20b8604ac.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0289.pdf,4521-PLN-DOT-75-63-0289,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/85c8d86f5f015118.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0290.pdf,4521-PLN-DOT-75-63-0290,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/6d220077a1aa5afa.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0293.pdf,4521-PLN-DOT-75-63-0293,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/adcc5701e8eb30a8.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0294.pdf,4521-PLN-DOT-75-63-0294,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,332 KB,.yeyo-memory/cards/5d6caae43d025f6b.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0296.pdf,4521-PLN-DOT-75-63-0296,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,244 KB,.yeyo-memory/cards/0d474c869bad2da1.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0298.pdf,4521-PLN-DOT-75-63-0298,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,240 KB,.yeyo-memory/cards/f911a10542dfe676.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0299.pdf,4521-PLN-DOT-75-63-0299,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,287 KB,.yeyo-memory/cards/7c467154514ac658.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0300.pdf,4521-PLN-DOT-75-63-0300,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,246 KB,.yeyo-memory/cards/d502f9972a9ee756.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0301.pdf,4521-PLN-DOT-75-63-0301,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/84f10923ffa2fc29.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0302.pdf,4521-PLN-DOT-75-63-0302,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,241 KB,.yeyo-memory/cards/574cdd57624a78fa.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0304.pdf,4521-PLN-DOT-75-63-0304,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,241 KB,.yeyo-memory/cards/4ec9339d191fba29.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0305.pdf,4521-PLN-DOT-75-63-0305,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,254 KB,.yeyo-memory/cards/410b1a5830b73070.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0308.pdf,4521-PLN-DOT-75-63-0308,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/3f32e3f1477c1260.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0310.pdf,4521-PLN-DOT-75-63-0310,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,249 KB,.yeyo-memory/cards/c7c8f8ece291acb4.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0313.pdf,4521-PLN-DOT-75-63-0313,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,303 KB,.yeyo-memory/cards/0715b219286483f8.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0314.pdf,4521-PLN-DOT-75-63-0314,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,245 KB,.yeyo-memory/cards/621e5b9004ea3592.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0315.pdf,4521-PLN-DOT-75-63-0315,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,234 KB,.yeyo-memory/cards/c8ca4b500e919920.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0316.pdf,4521-PLN-DOT-75-63-0316,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,278 KB,.yeyo-memory/cards/00e60d9eea0d6aca.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0322.pdf,4521-PLN-DOT-75-63-0322,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,314 KB,.yeyo-memory/cards/36a6297d30ce4038.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0331.pdf,4521-PLN-DOT-75-63-0331,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,240 KB,.yeyo-memory/cards/5a2f7db3a8c5980f.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0332.pdf,4521-PLN-DOT-75-63-0332,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,240 KB,.yeyo-memory/cards/cd67734641ad5c17.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0333.pdf,4521-PLN-DOT-75-63-0333,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,239 KB,.yeyo-memory/cards/9917dcbd78761f57.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0334.pdf,4521-PLN-DOT-75-63-0334,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,337 KB,.yeyo-memory/cards/090ac7c82a2d90b4.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0335.pdf,4521-PLN-DOT-75-63-0335,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,245 KB,.yeyo-memory/cards/1f19d7e625328afc.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0336.pdf,4521-PLN-DOT-75-63-0336,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,297 KB,.yeyo-memory/cards/266a17ab0373a69a.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0337.pdf,4521-PLN-DOT-75-63-0337,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,242 KB,.yeyo-memory/cards/c2edc739531ff4b9.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0338.pdf,4521-PLN-DOT-75-63-0338,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,241 KB,.yeyo-memory/cards/b83a74ad64fc0552.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0339.pdf,4521-PLN-DOT-75-63-0339,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,241 KB,.yeyo-memory/cards/b0f49f7d97127dac.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0341.pdf,4521-PLN-DOT-75-63-0341,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,246 KB,.yeyo-memory/cards/fbc92ab0234d4e38.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0342.pdf,4521-PLN-DOT-75-63-0342,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,246 KB,.yeyo-memory/cards/b0dc4856e1c4c830.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0343.pdf,4521-PLN-DOT-75-63-0343,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,246 KB,.yeyo-memory/cards/c19e6abd0b50de0a.json
Documentacion con sello PE 08/Apoyos/MS Dwgs típicos de soporte/Soporte tuberias TES 6 MS/4521-PLN-DOT-75-63-0344.pdf,4521-PLN-DOT-75-63-0344,,Soporte de tuberia MS,ok,ok,Documentacion con sello PE 08,241 KB,.yeyo-memory/cards/f6b42e14b63f566c.json
