path,size_bytes,size_human,ext,top_dir,depth,mtime_iso
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-04F-CS31-24_Rev02_Sht_2.dwg,337772,330 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-06F-CS31-4_Sht_1.dwg,334826,327 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-13E-CS31-24_rev03_Sht_1.dwg,330470,323 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-13F-CS31-24_rev03_Sht_1.dwg,332935,325 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-14E-CS31-24_rev03_Sht_1.dwg,333414,326 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-14F-CS31-24_rev03_Sht_1.dwg,331207,323 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/252-MS-60E-CS31-24_Rev02_Sht_1.dwg,312666,305 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/253-MS-01F-CS31-20_rev02_Sht_1.dwg,347786,340 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/253-MS-01F-CS31-20_rev02_Sht_2.dwg,313056,306 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/253-MS-01F-CS31-20_rev02_Sht_3.dwg,345128,337 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/253-MS-01F-CS31-20_rev02_Sht_4.dwg,313575,306 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/253-MS-60E-CS31-24_Sht_1.dwg,318243,311 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-06F-CS31-4_Rev02_Sht_1.dwg,335433,328 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-07F-CS31-4_Sht_1.dwg,355888,348 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-08F-CS31-4_Sht_1.dwg,327717,320 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-09F-CS31-4_Sht_1.dwg,331596,324 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-11F-CS31-3_Sht_1.dwg,334284,326 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-12F-CS31-3_Sht_1.dwg,324902,317 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-13F-CS31-3_Sht_1.dwg,325383,318 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-14F-CS31-3_rev02_Sht_1.dwg,355860,348 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/255-MS-15F-CS31-3_Sht_1.dwg,346526,338 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/257-MS-10EF-CS31-6_Rev02_Sht_1.dwg,317725,310 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/257-MS-10F-CS31-4_Rev02_Sht_1[1].dwg,334185,326 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/257-MS-11EF-CS31-4_Rev02_Sht_1[1].dwg,323876,316 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/257-MS-12EF-CS31-3_Sht_1.dwg,359484,351 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/257-MS-13EF-CS31-2_Rev02_Sht_1.dwg,324094,316 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/251-MS-01F-CS31-20_rev02_Sht_1-Model.pdf,805440,787 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/251-MS-01F-CS31-20_rev02_Sht_2-Model.pdf,370592,362 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-03F-CS31-24_Rev02_Sht_1-Model.pdf,479842,469 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-03F-CS31-24_Rev02_Sht_2-Model.pdf,459599,449 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-04F-CS31-24_Rev02_Sht_1-Model.pdf,442110,432 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-04F-CS31-24_Rev02_Sht_2-Model.pdf,519839,508 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-06F-CS31-4_Sht_1-Model.pdf,472879,462 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-13E-CS31-24_rev03_Sht_1-Model.pdf,485775,474 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-13F-CS31-24_rev03_Sht_1-Model.pdf,487550,476 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-14E-CS31-24_rev03_Sht_1-Model.pdf,508065,496 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-14F-CS31-24_rev03_Sht_1-Model.pdf,493374,482 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/252-MS-60E-CS31-24_Rev02_Sht_1-Model.pdf,262608,256 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/253-MS-01F-CS31-20_rev02_Sht_1-Model.pdf,602145,588 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/253-MS-01F-CS31-20_rev02_Sht_2-Model.pdf,293310,286 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/253-MS-01F-CS31-20_rev02_Sht_3-Model.pdf,698977,683 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/253-MS-01F-CS31-20_rev02_Sht_4-Model.pdf,304881,298 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/253-MS-60E-CS31-24_Sht_1-Model.pdf,298298,291 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-HTF-23F-CS30-1_Sht_1-Model.pdf,177309,173 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-06F-CS31-4_Rev02_Sht_1-Model.pdf,428542,418 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-07F-CS31-4_Sht_1-Model.pdf,644990,630 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-08F-CS31-4_Sht_1-Model.pdf,385329,376 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-09F-CS31-4_Sht_1-Model.pdf,412420,403 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-11F-CS31-3_Sht_1-Model.pdf,467005,456 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-12F-CS31-3_Sht_1-Model.pdf,421173,411 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-13F-CS31-3_Sht_1-Model.pdf,423940,414 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-14F-CS31-3_rev02_Sht_1-Model.pdf,599967,586 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/255-MS-15F-CS31-3_Sht_1-Model.pdf,526303,514 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/257-MS-10EF-CS31-6_Rev02_Sht_1-Model.pdf,791246,773 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/257-MS-10F-CS31-4_Rev02_Sht_1[1]-Model.pdf,525711,513 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/257-MS-11EF-CS31-4_Rev02_Sht_1[1]-Model.pdf,354847,347 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Sal/PDF/257-MS-12EF-CS31-3_Sht_1-Model.pdf,569965,557 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:27:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/4521-PLN-LOI-039-063-0005-GAR Rev.00 Isometric.DWG,174077,170 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/4521-PLN-LOI-039-063-0006-GAR SH1 Rev.00 Isometric.dwg,168376,164 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/4521-PLN-LOI-039-063-0006-GAR SH2 Rev.00 Isometric.DWG,159800,156 KB,dwg,Documentacion con sello PE 08,3,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/195001-DWG-2001.dwg,148836,145 KB,dwg,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/195001-DWG-2002.dwg,173873,170 KB,dwg,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/195001-DWG-2003.dwg,175438,171 KB,dwg,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/195001-DWG-2004.dwg,179279,175 KB,dwg,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/4521-PLN-LOI-039-063-0001-GAR Rev.01 Isometric.pdf,136206,133 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/4521-PLN-LOI-039-063-0002-GAR Rev.02 Isometric.pdf,490242,479 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/4521-PLN-LOI-039-063-0003-GAR Rev.02 Isometric.pdf,206941,202 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/Isometricos anteriores/4521-PLN-LOI-039-063-0004-GAR Rev.02 Isometric.pdf,231786,226 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Isometricos para la construccion/Tes 6/RV  Interconexion TES 6 .msg,2344960,2.2 MB,msg,Documentacion con sello PE 08,3,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Lista de documentos SMWP/FW  SMWP Document List 4 3 2019.msg,209920,205 KB,msg,Documentacion con sello PE 08,2,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Lista de documentos SMWP/SMWP Document List 4.3.2019.xlsx,113277,111 KB,xlsx,Documentacion con sello PE 08,2,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/CAL/4521-CAL-AEE-75-52-0004_Rev1-GAR.PDF,1090052,1.0 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/CAL/4521-CAL-AEE-75-54-0005-GAR.pdf,2182264,2.1 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/CAL/4521-CAL-AGE-75-52-0001_Rev1.pdf,4002925,3.8 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/CAL/4521-CAL-AGE-75-52-0002_Rev 1-GAR.PDF,11838957,11 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/CAL/4521-CAL-AGE-75-52-0003_Rev1-GAR.PDF,1478939,1.4 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AEE-68-51-0001_REV04_SEALED.PDF,2206002,2.1 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AEE-75-52-0001-GAR_Rev01_sealed.pdf,3862598,3.7 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AEE-75-52-0002-GAR_Rev01_sealed.pdf,1589079,1.5 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AEE-75-52-0003-GAR_Rev00_Drain-back tank support.pdf,361416,353 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AEE-75-52-0004-GAR_Rev00_Drain-back tank Platform.pdf,1550304,1.5 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AEE-75-52-0006_REV01_SEALED.PDF,2069729,2.0 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-AGE-75-54-0005-GAR_Rev00_TES_Platform_proposal_reinf.pdf,394486,385 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-C001.pdf,485598,474 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S001.pdf,880431,860 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S002.pdf,350255,342 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S003.pdf,371091,362 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/4521-PLN-ANC-00-50-S004.pdf,347420,339 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0901.pdf,150140,147 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0902.pdf,134616,131 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0903.pdf,123215,120 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0904.pdf,131512,128 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0905.pdf,128519,126 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0906.pdf,135061,132 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0907.pdf,132709,130 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0908.pdf,140321,137 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0909.pdf,116663,114 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0910.pdf,141423,138 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0911.pdf,121255,118 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0912.pdf,153532,150 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0913.pdf,126979,124 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0914.pdf,121662,119 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0915.pdf,118030,115 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0916.pdf,115272,113 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0917.pdf,114451,112 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0918.pdf,124406,121 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0919.pdf,118876,116 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0920.pdf,137512,134 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/4521-PLN-DOT-39-63-0921.pdf,119729,117 KB,pdf,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/C & S/DRA/Soportes atípicos/EDL_4_supports.xlsx,25066,24 KB,xlsx,Documentacion con sello PE 08,5,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/LIS/4521-LIS-AEE-39-40-0011-GAR TES_R0 Area Electric cable list Unit 5-6.pdf,79401,78 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/LIS/4521-LIS-AGE-39-40-0010-GAR_R00TES Area Electric consumer list Unit 5-6.pdf,96643,94 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-AEE-27-31-0002-GAR_R01 New trays layout.pdf,3775381,3.6 MB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-AEE-27-33-0001-GAR_Rev01_Grounding lightning.pdf,676348,660 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-AEE-39-40-0002-GAR_Rev01_Lighting.pdf,252728,247 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-ANC-27-21-O490 - R13.pdf,649693,634 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-ANC-27-23-P001_R01.pdf,575480,562 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/Eléctrico/PLN/4521-PLN-ANC-27-23-P590 - R12_Sealed.pdf,828190,809 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/ESP/4521-ESP-AEE-00-70-0501-GAR_rev00 General notes & instructions for instruments & valves procurement.pdf,56028,55 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/ESP/4521-ESP-ANC-00-62-0001 Rev.5 Project Design Criteria.pdf,77741,76 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AEE-39-70-0011-GAR Rev.01 Pressure transmitters datasheets.pdf,216831,212 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AEE-39-70-0012-GAR_Rev.01 Temperature transmitters datasheet.pdf,190383,186 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AEE-39-70-0013-GAR Rev.01 Level transmitters datasheet.pdf,43943,43 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AEE-39-70-0014-GAR Rev.00 Flow gauges datasheet.pdf,44395,43 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AEE-39-70-0015-GAR Rev.00 Pressure gauges Datasheet.pdf,48896,48 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AEE-39-70-0016-GAR_Rev.01 Pneumatic automatic valves.pdf,234950,229 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AGE-39-70-0011-GAR Rev.00 Pressure transmitters.pdf,215968,211 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AGE-39-70-0012-GAR_Rev.00 Temperature transmitters.pdf,189653,185 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
Documentacion con sello PE 08/Paquete de construccion SMWP/I & C/HDD/4521-HDD-AGE-39-70-0013-GAR Rev.00 Level transmitters.pdf,43655,43 KB,pdf,Documentacion con sello PE 08,4,2026-06-05T06:28:00.000Z
